UNIQID,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,CompletionInfo_SN,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Gender_SN,SexOrient_DC,Straight_DC,Mono_Multi_DC,Race_DB_POC,Race_DB_Minoritized,Race_DB,Disability_macro_MH,Disability_select,Religion,Religion_belief_HH,Religion_Jewish_HH,Religion_organized_HH,Linguist_selfID_SN,Subfields,Theoretical,Theoretical_number_HH,Theoretical_genfun_HH,Methods,Methods_number_HH,Methods_qual_HH,Methods_expcorp_HH,Methods_fieldcomm_HH,Dept_affil,Dept_affil_text,Q21_29_TEXT,Lang_area_dept,Dept_langarea_HH,Home_dept_DC,Home_dept_gen_HH,Ling_Dept_DC,Lang_area_home_dept,Dept_location,Dep_loc_SN,International_grad,Degree_in_progress,Highest_degree_MH,Degree_time,Permanent_position,Current_position,Lab_research,Fieldwork_research,Lesser_studied_research,Group_membership_research,English_L1,Minority_lang,Bias_incidents,Bias_incidents_target,Behavior_correct,Behavior_heard,Biased_behavior,Biased_behavior_told,Bias_incidents_category,Bias_incidents_category_text,Bias_incidents_bystander,Bias_incidents_bystander_action,Bias_incident_outcome,Isolation_professional_identity,Isolation_personal_identity,Climate_avoid,Not_linguist,Climate_linguistics,Climate_subfield_main,Climate_subfield_second,Climate_linguistics_change,Climate_linguistics_change_time,Climate_subfield_main_change,Climate_subfield_main_change_time,Climate_subfield_second_change,Climate_subfield_second_change_time,Children,Dependents_degree,Parental_leave,Relationship,Continent_childhood,Continent_reside
879,1/12/18 16:43,1/12/18 16:55,IP Address,100,452,TRUE,ALL,1/9/18 13:54,R_3iLoq4prUv6I5Nc,anonymous,EN,Male,Gay/Lesbian,N,Monosexual-gay/lesbian,POC,,Asian,No,N/A,Agnostic,Y,N,N,"Yes, in addition to other descriptors","Cognitive-functional linguistics,Discourse analysis,Gesture studies,	Pragmatics,Sociolinguistics ,You don't. I work in (please specify)","Functional,Usage-based",2,F,"Field methods, Qualitative methods",2,Y,O,Y,"Linguistics, Cognitive Science",NA,NA,NA,,Linguistics,Linguistics,Y,,Europe,Europe,Yes,No,"	Ph.D",Within the past 5 years,No,Postdoctoral scholar,I have in the past worked in a lab-based research group,I have in the past done fieldwork/site-based research,Some of my research involves lesser-studied languages/varieties,No,"	Yes",No,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,"Age	,		(Dis)ability status,Gender identity/presentation,		Nationality	,Particular subfields/other academics	",NA,NA,,,"		No","		No","		Fieldwork/a specific field site",Yes,Fair,Good,NR,gotten better,5-10 years,I don't know/can't say,< 5 years,I don't know/can't say,NA,No,No,"	No",Domestic partner/Long-term relationship,"North America, including the Caribbean ","North America, including the Caribbean "
880,1/12/18 16:45,1/12/18 17:26,IP Address,1,88724,FALSE,NONE,1/18/18 20:28,R_rpell5CwEZUheEx,anonymous,EN,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NA,,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR
881,1/12/18 16:47,1/12/18 16:48,IP Address,100,1648,TRUE,ALL,1/6/18 16:19,R_Rz3Eg0BD4FzUQ7f,anonymous,EN,Female,Heterosexual,Y,Monosexual-straight,POC,,Multiracial,No,N/A,Agnostic,Y,N,N,"Yes, in addition to other descriptors","Cognitive science,	Language evolution,	Morphosyntax,Neurolinguistics,Philosophy of Language,Psychology of Language,Semantics,Syntax","Cognitive ,Formal,Generative",3,G,Experimental methods,1,N,E,N,"Linguistics,Language/Area-specific department (click to receive more options in next question), Cognitive Science",NA,NA,Other (please specify),Other,Linguistics,Linguistics,Y,,South or Central America,Other,No,No,"	Ph.D",Within the past 5 years,Yes,You don't. My position is (please specify),I have in the past worked in a lab-based research group,I have in the past done fieldwork/site-based research,Some of my research involves lesser-studied languages/varieties,Yes,No,No,Sometimes,Sometimes,Sometimes,Often,Rarely,Never,"		Gender,Gender identity/presentation,		Nationality	,		Other language groups,Particular subfields/other academics	,Sexual orientation		",NA,Yes,Yes,No,"		Yes, I have been excluded (perhaps intentionally)","		No","		Joining a lab/research group,Academic events in your department (colloquium talks, etc),		Starting a research project,	Other academic activities at a conference/workshop ,		Other social events at a conference/workshop",No,Fair,Fair,Bad,stayed the same,< 5 years,gotten worse,< 5 years,NR,NR,No,No,"	No","	Single",South or Central America,South or Central America
882,1/12/18 16:56,1/13/18 20:11,IP Address,100,45,FALSE,NONE,1/18/18 3:36,R_2qCVtEoQl6IrrF5,anonymous,EN,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NA,,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR
883,1/12/18 17:24,1/12/18 17:28,IP Address,100,570,TRUE,ALL,1/3/18 20:58,R_1rOlPxxTs9I3BVb,anonymous,EN,Female,Bisexual,N,Multisexual+Queer,POC,,Multiracial,No,N/A,"Agnostic,Catholic",Y,N,N,No,"Cognitive science,	First language acquisition,Phonetics,Phonology",Cognitive,1,O,"Experimental methods, Qualitative methods",2,Y,E,N,Speech and hearing sciences,NA,NA,NA,,Speech and hearing sciences,Interdisciplinary,N,,"North America, including the Caribbean",North America,No,No,"	Ph.D",Within the past 5 years,Yes,Assistant professor (tenure-track),I have in the past worked in a lab-based research group,I have in the past done fieldwork/site-based research,I have never worked on lesser-studied languages/varieties,Yes,"	Yes",No,Sometimes,Rarely,Rarely,Sometimes,Rarely,Never,"		(Dis)ability status,		Ethnic groups,		Other language groups,Sexual orientation		",NA,NA,,,Not sure,Not sure,"		Joining a lab/research group,Social events in your department,		Fieldwork/a specific field site",No,Fair,Good,Good,gotten better,5-10 years,stayed the same,< 5 years,I don't know/can't say,NA,No,No,"	No",Married,"North America, including the Caribbean ","North America, including the Caribbean "
884,1/12/18 17:29,1/12/18 18:10,IP Address,1,63481,FALSE,NONE,1/18/18 10:55,R_2Euir2OpXuTXxMV,anonymous,EN,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NA,,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR
885,1/12/18 17:57,1/12/18 18:06,IP Address,100,1008,TRUE,ALL,1/16/18 20:52,R_1M0QgE96lzKBoQX,anonymous,EN,Female,Heterosexual,Y,Monosexual-straight,White,,White,No,N/A,Spiritual but not religious,Y,N,N,"Yes, solely","Discourse analysis,Documentary and descriptive linguistics,Gesture studies,Educational linguistics,Historical linguistics,Language variation,	Linguistic Anthropology,	Morphosyntax,	Pragmatics,Sociocultural linguistics,Sociolinguistics ,Syntax,Typology,Writing systems","Functional,Usage-based",2,F,"Community-engaged research, Corpus methods,Ethnographic methods, Field methods, Qualitative methods",5,Y,C,Y,"Linguistics,Applied Linguistics",NA,NA,NA,,Linguistics,Linguistics,Y,,Australia,Other,No,No,"	Ph.D","	20 - 30 years ago",Yes,Assistant professor (tenure-track),I have never worked in a lab-based research group,I have in the past done fieldwork/site-based research,Some of my research involves lesser-studied languages/varieties,Yes,"	Yes",No,Sometimes,Sometimes,Often,Sometimes,Rarely,Rarely,"Age	,		Ethnic groups,		Gender,Gender identity/presentation,		Nationality	,		Nonnative English speakers,Race,		Religion,Sexual orientation		",NA,Yes,No,No,"		Yes, I have been excluded (perhaps intentionally)","		Yes, I have been excluded (perhaps intentionally)","		Starting a collaboration		,Social events in your department,		Fieldwork/a specific field site,		Starting a research project,	Other academic activities at a conference/workshop ,		Committee membership",Yes,Fair,Fair,Fair,stayed the same,> 30 years,stayed the same,> 30 years,stayed the same,> 30 years,Yes,Yes,Yes,Married,"North America, including the Caribbean ",Australia
886,1/12/18 18:14,1/12/18 20:43,IP Address,100,852,TRUE,ALL,1/6/18 10:10,R_1eFWLkfbU6faoDG,anonymous,EN,Female,Bisexual,N,Multisexual+Queer,White,,White,No,N/A,"Atheist,Protestant",N,N,N,"Yes, in addition to other descriptors","	Morphology,	Morphosyntax,Neurolinguistics,You don't. I work in (please specify)",Generative,1,G,"Corpus methods,Experimental methods",2,N,B,N,Speech and hearing sciences,NA,NA,NA,,Speech and hearing sciences,Interdisciplinary,N,,"North America, including the Caribbean",North America,No,No,"	Ph.D","	10 - 20 years ago",NR,Full professor,I currently work in a lab-based research group,I currently do fieldwork/site-based research,I have never worked on lesser-studied languages/varieties,Yes,"	Yes",No,Rarely,Rarely,Rarely,Rarely,Rarely,Never,"		Ethnic groups,		Gender,		Nationality	,		Other language groups,Particular subfields/other academics	",NA,Yes,Not sure,Yes,"		No","		No",NR,Yes,Fair,Good,Good,stayed the same,10-20 years,gotten better,10-20 years,gotten better,10-20 years,Yes,Yes,"	No; it was not available",Domestic partner/Long-term relationship,"North America, including the Caribbean ","North America, including the Caribbean "
887,1/12/18 18:24,1/12/18 19:36,IP Address,100,600,TRUE,ALL,1/5/18 11:55,R_POrkuX3E6LbSfTP,anonymous,EN,Female,Bisexual,N,Multisexual+Queer,White,,White,Yes,"Autistic / autism spectrum,Mental health / emotional disabilities,Other physical disabilities,Would you like to be more specific?",Agnostic,Y,N,N,"Yes, in addition to other descriptors","Cognitive science,	First language acquisition,Psychology of Language",Cognitive,1,O,Experimental methods,1,N,E,N,Psychology,NA,NA,NA,,Psychology,Psych/CogSci,N,,Europe,Europe,No,Yes,"	M.A. / M.S. / M. Ed.",Within the past 5 years,No,You don't. My position is (please specify),I currently work in a lab-based research group,I have in the past done fieldwork/site-based research,Some of my research involves lesser-studied languages/varieties,Yes,No,No,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Rarely,"Age	,		(Dis)ability status,		Ethnic groups,		Gender,		Nationality	,		Other language groups",NA,Yes,Not sure,No,"		No","		No",NR,No,Good,Good,Good,I don't know/can't say,NA,I don't know/can't say,NA,I don't know/can't say,NA,No,No,NA,Domestic partner/Long-term relationship,"	Europe","	Europe"
888,1/12/18 19:41,1/12/18 21:25,IP Address,100,546,TRUE,ALL,1/5/18 14:01,R_25G9TU5BxnelyPo,anonymous,EN,Female,Heterosexual,Y,Monosexual-straight,White,,White,No,N/A,Atheist,N,N,N,"Yes, solely","Philosophy of Language,	Pragmatics,Semantics","Formal,Generative",2,G,"Experimental methods, Field methods",2,N,E,Y,Linguistics,NA,NA,NA,,Linguistics,Linguistics,Y,,NR,NR,No,No,"	Ph.D","	5 - 10 years ago",Yes,"	Associate professor (tenured)",I have never worked in a lab-based research group,I have never done fieldwork/site-based research,Some of my research involves lesser-studied languages/varieties,Yes,"	Yes",No,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,"Age	,		Gender,		Nationality	,Particular subfields/other academics	,Race,		Skin color",NA,Yes,No,No,Not sure,Not sure,"Social events in your department,		Conference/workshop dinner",No,Good,Fair,Fair,gotten better,5-10 years,gotten worse,10-20 years,NR,NR,Yes,No,Yes,Married,"North America, including the Caribbean ","North America, including the Caribbean "
889,1/12/18 20:25,1/12/18 20:52,IP Address,1,21,FALSE,NONE,1/18/18 17:01,R_2dlHioLt0IG4FQR,anonymous,EN,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NA,,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR
890,1/13/18 0:35,1/13/18 0:54,IP Address,100,713,TRUE,ALL,1/3/18 14:35,R_u9Au0jA5wKp1j3j,anonymous,EN,Male,Asexual,N,Asexual-Umbrella,POC,,Latinx,No,N/A,Catholic,Y,N,Y,No,"Cognitive science,Computational linguistics,Phonetics,Syntax","Cognitive ,Formal,Generative",3,G,"Computational methods, Corpus methods,Experimental methods",3,N,B,N,"Cognitive Science, Computer Science",NA,NA,NA,,Cognitive Science,Psych/CogSci,N,,"North America, including the Caribbean",North America,No,No,ABD,Within the past 5 years,Yes,"	Tech industry",I have in the past worked in a lab-based research group,I have never done fieldwork/site-based research,I have never worked on lesser-studied languages/varieties,Yes,"	Yes",No,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Never,"		Ethnic groups,		Gender,		Nonnative English speakers,Particular subfields/other academics	,Other (please specify)",NA,No,,No,"		Yes, I have been excluded (perhaps intentionally)","		Yes, I have been excluded (perhaps intentionally)","		Joining a lab/research group,Social events in your department,Academic events in your department (colloquium talks, etc),		Starting a research project,	Other academic activities at a conference/workshop ,		Other social events at a conference/workshop",Yes,Very bad,Very bad,Very bad,stayed the same,10-20 years,gotten worse,5-10 years,gotten better,5-10 years,No,No,"	No","	Single","North America, including the Caribbean ","North America, including the Caribbean "
891,1/13/18 2:26,1/13/18 3:10,IP Address,3,62,FALSE,NONE,1/19/18 22:56,R_1pDV9OoMbpYK3qk,anonymous,EN,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NA,,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR
892,1/13/18 2:45,1/13/18 3:09,IP Address,100,1087,TRUE,ALL,1/24/18 12:09,R_3GwTazqVOs84k2E,anonymous,EN,Other,Bisexual,N,Multisexual+Queer,White,,White,Yes,"Autistic / autism spectrum,Intellectual / learning disabilities,Mental health / emotional disabilities",Atheist,N,N,N,"Yes, in addition to other descriptors","Applied linguistics,Documentary and descriptive linguistics,Historical linguistics,Interpreting or Translation,	Language evolution,Language variation,	Morphology,Phonetics,Phonology,	Pragmatics,Semantics,Sociolinguistics ,Syntax",NR,NR,NR,NR,NR,NR,NR,NR,"Linguistics,Modern Languages,Other (please specify)",NA,Classics,NA,,Modern Languages,Language,N,,Europe,Europe,No,Yes,NR,NR,No,Undergraduate student,I have never worked in a lab-based research group,I have never done fieldwork/site-based research,I have never worked on lesser-studied languages/varieties,Yes,"	Yes",No,Sometimes,Sometimes,Never,Often,Rarely,Never,"		(Dis)ability status,		Ethnic groups,		Gender,Gender identity/presentation",NA,Yes,No,No,"		Yes (other)","		Yes (other)",Social events in your department,No,Fair,Good,Good,gotten better,20-30 years,NR,NR,NR,NR,No,No,NA,"	Single","	Europe","	Europe"
893,1/13/18 5:13,1/13/18 5:18,IP Address,100,547,TRUE,ALL,1/5/18 18:55,R_3KUfo2DYlTKHMJw,anonymous,EN,Female,Heterosexual,Y,Monosexual-straight,White,,White,No,N/A,Atheist,N,N,N,"Yes, solely","Cognitive-functional linguistics,Corpus linguistics,	Morphosyntax,Semantics,Syntax","Cognitive ,Usage-based",2,O,"Corpus methods,Experimental methods",2,N,B,N,Modern Languages,NA,NA,NA,,Modern Languages,Language,N,,Europe,Europe,No,No,"	Ph.D",Within the past 5 years,No,Postdoctoral scholar,I currently work in a lab-based research group,I have never done fieldwork/site-based research,I have never worked on lesser-studied languages/varieties,Yes,No,No,Rarely,Rarely,Rarely,Sometimes,Rarely,Never,"		Ethnic groups,		Gender,		Nonnative English speakers,Particular subfields/other academics	",NA,NA,,,"		No","		No",NR,Yes,Good,Good,Good,stayed the same,5-10 years,stayed the same,5-10 years,stayed the same,5-10 years,No,No,"	No","	Single","	Europe","	Europe"
894,1/13/18 8:26,1/13/18 8:48,IP Address,99,1044,FALSE,ALL,2/7/18 19:20,R_2afYjy17BlNL8F5,anonymous,EN,Other,Pansexual,N,Multisexual+Queer,White,,White,No,N/A,"Atheist,Catholic",N,N,N,"Yes, in addition to other descriptors","Cognitive science,	Language evolution,	Morphology,	Morphosyntax,Philosophy of Language,Phonology,Syntax","Formal,Generative",2,G,"Experimental methods,You don't",2,Y,E,N,Linguistics,NA,NA,NA,,Linguistics,Linguistics,Y,,"North America, including the Caribbean",North America,Yes,Yes,"	M.A. / M.S. / M. Ed.",Within the past 5 years,No,Graduate student,I have never worked in a lab-based research group,I have never done fieldwork/site-based research,Most of my research focuses on lesser-studied languages/varieties,No,No,No,Rarely,Never,Rarely,Sometimes,Rarely,Never,"		Ethnic groups,		Gender",NA,Yes,No,No,"		No","		No","		Joining a lab/research group,Social events in your department",Yes,Fair,Good,Fair,I don't know/can't say,NA,I don't know/can't say,NA,I don't know/can't say,NR,No,No,"	No",Domestic partner/Long-term relationship,"North America, including the Caribbean ","North America, including the Caribbean "
895,1/13/18 9:10,1/13/18 9:12,IP Address,76,416,FALSE,ALL,1/26/18 15:05,R_u7X77JJCAi1xf9L,anonymous,EN,Female,Heterosexual,Y,Monosexual-straight,POC,,Asian,No,N/A,"Christian,Hindu",Y,N,Y,"Yes, solely","Historical linguistics,	Language contact,Language variation,Sociolinguistics ",NR,NR,NR,"Community-engaged research,Ethnographic methods, Field methods",3,N,O,Y,Linguistics,NA,NA,NA,,Linguistics,Linguistics,Y,,"North America, including the Caribbean",North America,No,No,"	Ph.D","	5 - 10 years ago",No,Assistant professor (non-tenure-track),I have never worked in a lab-based research group,I have in the past done fieldwork/site-based research,Some of my research involves lesser-studied languages/varieties,No,"	Yes",No,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,"		(Dis)ability status,		Ethnic groups,Gender identity/presentation,		Nationality	,		Nonnative English speakers,Particular subfields/other academics	,Race",NA,Yes,No,No,Not sure,Not sure,"		Starting a collaboration		,		Conference/workshop dinner,		Informal meetings",Yes,Good,Good,Good,I don't know/can't say,NA,stayed the same,5-10 years,I don't know/can't say,NR,NR,NR,,NR,NR,NR
896,1/13/18 9:45,1/13/18 10:15,IP Address,1,40,FALSE,NONE,1/19/18 20:01,R_u51Eh5iMx5Nu56p,anonymous,EN,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NA,,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR
897,1/13/18 10:58,1/13/18 11:05,IP Address,100,880,TRUE,ALL,1/5/18 18:37,R_0pO89hS2jRzJhxT,anonymous,EN,Female,Heterosexual,Y,Monosexual-straight,POC,,Latinx,No,N/A,Jewish,Y,Y,Y,Q,"	Morphology,	Morphosyntax,Semantics,Syntax","Formal,Generative",2,G,Experimental methods,1,N,E,N,Linguistics,NA,NA,NA,,Linguistics,Linguistics,Y,,"North America, including the Caribbean",North America,Yes,Yes,M.A. / M.S. / M. Ed.,Within the past 5 years,No,Graduate student,I have in the past worked in a lab-based research group,I have never done fieldwork/site-based research,I have never worked on lesser-studied languages/varieties,Yes,No,No,Rarely,Sometimes,Never,Never,Never,Never,"		Gender,		Nationality	,		Nonnative English speakers,Particular subfields/other academics	",NA,NA,,,Not sure,"		Yes, I have been excluded (perhaps intentionally)","		Fieldwork/a specific field site,Conference/workshop presentation,	Other academic activities at a conference/workshop ",Yes,Good,Good,Good,I don't know/can't say,NA,I don't know/can't say,NA,I don't know/can't say,NA,No,Yes,"	No",Married,South or Central America,"North America, including the Caribbean "
898,1/13/18 20:09,1/13/18 20:50,IP Address,1,21310,FALSE,NONE,1/21/18 17:36,R_2zSHLIJqD5fa0h2,anonymous,EN,NR,NR,NR,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NA,,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR
899,1/14/18 12:38,1/14/18 12:52,IP Address,100,3317,TRUE,ALL,1/6/18 13:54,R_25HE52Xy8DT5AUT,anonymous,EN,Female,Bisexual,N,Multisexual+Queer,White,,White,No,N/A,Atheist,N,N,N,"I used to, but not anymore",Phonology,Generative,1,G,"Computational methods,Experimental methods",2,N,E,N,Linguistics,NA,NA,NA,,Q,NA,Q,,"North America, including the Caribbean",North America,No,No,"	Ph.D",Within the past 5 years,NR,"	Tech industry",I have never worked in a lab-based research group,I have never done fieldwork/site-based research,I have never worked on lesser-studied languages/varieties,Yes,"	Yes",No,Sometimes,Rarely,Rarely,Sometimes,Rarely,Never,"		(Dis)ability status,		Gender,Gender identity/presentation,Particular subfields/other academics	,		Religion",NA,Yes,Not sure,No,"		No",NR,"		Informal meetings",Yes,Fair,Good,NR,stayed the same,< 5 years,gotten better,< 5 years,NR,NR,No,No,NA,"	Single","North America, including the Caribbean ","North America, including the Caribbean "
900,1/14/18 15:45,1/14/18 15:56,IP Address,46,251,FALSE,LingDemo,1/22/18 19:44,R_887EfXqwGWUKesh,anonymous,EN,Male,Heterosexual,Y,Monosexual-straight,White,,White,No,N/A,Atheist,N,N,N,"Yes, in addition to other descriptors","Cognitive science,	First language acquisition,	Language evolution,Neurolinguistics,Philosophy of Language,Psychology of Language",Generative,1,G,You don't,NR,NR,NR,NR,Philosophy,NA,NA,NA,,Philology,Philosophy,N,,Europe,Europe,Yes,Yes,"	M.A. / M.S. / M. Ed.",Within the past 5 years,No,Graduate student,I have never worked in a lab-based research group,I have never done fieldwork/site-based research,I have never worked on lesser-studied languages/varieties,No,"	Yes",No,NR,NR,NR,NR,NR,NR,NR,NA,,,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,NR,NR,NR
